Airline ID,Operator,ICAO,Country,Active,Date,Location,Type,Aboard,Fatalities
298,Ameriflight,AMF,United States,N,2003-11-29,"Spokane, Washington",Swearingen SA227AT Merlin IVC,1.0,1.0
298,Ameriflight,AMF,United States,N,2006-03-18,"Butte, Montana",Beechcraft C99,2.0,2.0
306,Air Malawi,AML,Malawi,Y,1987-11-06,"Ulongue, Malawi",Shorts SC-7 Skyvan 3-100,10.0,10.0
324,All Nippon Airways,ANA,Japan,Y,1999-07-23,"Tokyo, Japan",Boeing B-747,517.0,1.0
330,Air Canada,ACA,Canada,Y,1970-07-05,"Toronto, Canada",McDonnell Douglas DC-8-63,109.0,109.0
330,Air Canada,ACA,Canada,Y,1978-06-26,"Toronto, Canada",McDonnell Douglas DC-9-32,107.0,2.0
330,Air Canada,ACA,Canada,Y,1983-06-02,"Cincinnati International Airport, Covington/Hebron, Kentucky",McDonnell Douglas DC-9-32,46.0,23.0
330,Air Canada,ACA,Canada,Y,1983-07-23,"Gimli, Manitoba, Canada",Boeing B-767-233ER,69.0,0.0
345,Air New Zealand,ANZ,New Zealand,Y,1979-02-17,"Manakau Harbor, New Zealand",Fokker F-27 Friendship 500,4.0,2.0
345,Air New Zealand,ANZ,New Zealand,Y,1979-11-28,"Near Mt. Erebus, Ross Ice Shelf, Antarctica",McDonnell Douglas DC-10-30,257.0,257.0
349,AVCOM,AOC,Russia,N,1996-02-16,"El Zapotal, Guatemala",de Havilland Canada DHC-6 Twin Otter 300,2.0,2.0
351,Air One Executive,AOE,Italy,N,2009-02-07,"Trigoria, Italy",Cessna 650 Citation III,2.0,2.0
397,Arrow Air,APW,United States,Y,1985-12-12,"Gander, Newfoundland, Canada",McDonnell Douglas DC-8 Super 63PF,256.0,256.0
410,Aerocondor,ARD,Portugal,Y,1975-02-22,"Medellin, Colombia",Canadair CL-44,5.0,5.0
412,Aerolineas Argentinas,ARG,Argentina,Y,1970-02-04,"Near Corrientes, Argentina",Hawker Siddeley HS-748 1,37.0,37.0
412,Aerolineas Argentinas,ARG,Argentina,Y,1992-02-20,En route from Argentina  to  California,Boeing B-747,,1.0
439,Alaska Airlines,ASA,United States,Y,1971-09-04,"Near Juneau, Alaska",Boeing B-727-193,111.0,111.0
439,Alaska Airlines,ASA,United States,Y,1976-04-05,"Ketchikan, Alaska",Boeing B-727-81,50.0,1.0
439,Alaska Airlines,ASA,United States,Y,2000-01-31,"Off Point Mugu, California",McDonnell Douglas MD-83,88.0,88.0
442,Air Sinai,ASD,Egypt,Y,1973-01-29,"Near Kyrenia, Cyprus",Ilyushin IL-18D,37.0,37.0
447,Air Satellite,ASJ,Canada,N,1998-12-07,"Baie-Comeau, Canada",Britten-Norman Trislander,10.0,7.0
515,Avianca,AVA,Colombia,Y,1973-08-22,"El Yopal, Colombia",Douglas DC-3,17.0,16.0
515,Avianca,AVA,Colombia,Y,1974-08-12,"Cali, Colombia",Douglas C-47-DL,27.0,27.0
515,Avianca,AVA,Colombia,Y,1975-09-30,"Barranquilla, Colombia",Boeing 727-24C,4.0,4.0
515,Avianca,AVA,Colombia,Y,1983-11-27,"Madrid-Barajas, Spain",Boeing B-747-283B,192.0,181.0
515,Avianca,AVA,Colombia,Y,1988-03-17,"Near Cucuta, N of  Santander, Colombia",Boeing B-727-21,143.0,143.0
515,Avianca,AVA,Colombia,Y,1989-11-27,"Bogota, Colombia",Boeing B-727-21,107.0,107.0
515,Avianca,AVA,Colombia,Y,1990-01-25,"Cove Neck, New York",Boeing B-707-321B,158.0,73.0
551,Air Moorea,TAH,France,Y,2007-08-09,"Off Moorea, French Polynesia",de Havilland Canada DHC-6 Twin Otter 300,20.0,20.0
555,Airwork,AWK,New Zealand,N,2005-05-02,"Taranaki, New Zealand",Swearingen SA227AC Metro III,2.0,2.0
562,Air West,AWT,Canada,N,2005-02-03,"Near Khartoum, Sudan",Ilyushin 76TD,7.0,7.0
564,Airwave Transport,AWV,AIRWAVE,N,2000-07-19,"Linneus, Maine",Grumman G-159 Gulfstream I,2.0,2.0
596,Alitalia,AZA,Italy,Y,1972-05-05,"Near Carini, Sicily, Italy",McDonnell Douglas DC-8-43,115.0,115.0
596,Alitalia,AZA,Italy,Y,1978-12-23,"Near Cinisi, Sicily, Italy",McDonnell Douglas DC-9-32,129.0,108.0
596,Alitalia,AZA,Italy,Y,1990-11-14,"Stadelberg, Switzerland",McDonnell Douglas DC-9-32,46.0,46.0
607,Azov Avia Airlines,AZV,Ukraine,N,2004-03-04,,Ilyushin II-76,7.0,3.0
610,Air Memphis,MHS,Egypt,N,1998-03-10,"Mombasa, Kenya",Boeing 707-336C,6.0,6.0
611,Air Memphis,MHU,Uganda,N,1998-03-10,"Mombasa, Kenya",Boeing 707-336C,6.0,6.0
641,Rossiya-Russian Airlines,SDM,Russia,Y,2006-08-22,"Near Donetsk, Ukraine",Tupolev Tu-154M,170.0,170.0
650,Aviateca,GUG,Guatemala,N,1971-05-11,"Guatemala City, Guatemala",Curtiss C-46A-55-CK,35.0,5.0
650,Aviateca,GUG,Guatemala,N,1975-11-18,"Caoba, Guatemala",Douglas DC-3,22.0,15.0
650,Aviateca,GUG,Guatemala,N,1977-04-27,"Guatemala City, Guatemala",Convair CV-440,28.0,28.0
